,i,lambda0,lambda1,mu0,mu1,q01,q10,p,div0,div1
8013,8013,0.131232296,0.437551769,0.133927371,0.062767676,0.008542636,0.394608335,-3825.780815,-0.002695075,0.374784093
8014,8014,0.134956444,0.439629872,0.131025983,0.066662008,0.009109172,0.394923792,-3826.263918,0.003930461,0.372967864
8015,8015,0.133275862,0.442605202,0.130442085,0.068023324,0.008707538,0.398455592,-3825.982181,0.002833777,0.374581878
8016,8016,0.129752084,0.451576274,0.131436553,0.07233094,0.008675924,0.407828874,-3826.345507,-0.001684469,0.379245334
8017,8017,0.132687108,0.462256076,0.135019568,0.077427157,0.007985167,0.396770768,-3826.211708,-0.00233246,0.38482892
8018,8018,0.136555826,0.466536687,0.13523226,0.077508907,0.00740335,0.409729271,-3826.858033,0.001323567,0.38902778
8019,8019,0.136817358,0.476011322,0.137322025,0.077867807,0.008332388,0.428822646,-3827.023127,-0.000504667,0.398143514
8020,8020,0.132452245,0.480584466,0.13774947,0.076932562,0.009174025,0.434664638,-3826.183561,-0.005297225,0.403651903
8021,8021,0.131587101,0.485938493,0.134563879,0.073937184,0.009170932,0.428604982,-3827.76662,-0.002976777,0.41200131
8022,8022,0.1280389,0.477117033,0.125091868,0.084391804,0.009872079,0.410036268,-3828.132357,0.002947032,0.39272523
8023,8023,0.121511007,0.4611839,0.127013656,0.074500088,0.008758217,0.405628392,-3826.277941,-0.005502649,0.386683813
8024,8024,0.130105818,0.454436851,0.128531569,0.07472669,0.008745928,0.392309554,-3826.489219,0.001574248,0.379710162
8025,8025,0.13003047,0.439562225,0.127757407,0.072529117,0.009353821,0.394612351,-3826.469915,0.002273063,0.367033108
8026,8026,0.130370714,0.439164151,0.129088554,0.066434536,0.009893839,0.392396128,-3827.155644,0.00128216,0.372729615
8027,8027,0.131096249,0.439849427,0.126761564,0.079997736,0.009427309,0.380524288,-3826.728283,0.004334685,0.359851691
8028,8028,0.125511771,0.43331047,0.127423481,0.072802411,0.00887509,0.38505513,-3826.771869,-0.001911709,0.360508058
8029,8029,0.125257856,0.433062635,0.126531102,0.069255848,0.008790203,0.38857575,-3826.58443,-0.001273246,0.363806787
8030,8030,0.119852372,0.441721367,0.120758326,0.072789247,0.008949538,0.390523173,-3826.109667,-0.000905953,0.368932119
8031,8031,0.125047135,0.448190915,0.124817207,0.071654686,0.00704266,0.377748697,-3827.415406,0.000229928,0.376536229
8032,8032,0.127741411,0.452042422,0.119471014,0.071436775,0.006668794,0.384822307,-3827.918177,0.008270397,0.380605647
8033,8033,0.127799152,0.449627873,0.127608592,0.068401311,0.006849597,0.387235762,-3826.676694,0.00019056,0.381226562
8034,8034,0.128645737,0.444627628,0.127955363,0.064101271,0.008530606,0.41108449,-3827.017689,0.000690374,0.380526357
8035,8035,0.126331749,0.452486893,0.126646605,0.065856043,0.009361657,0.414061567,-3825.803076,-0.000314857,0.386630849
8036,8036,0.12413451,0.460522509,0.13370788,0.06832674,0.008612707,0.417112473,-3826.704366,-0.00957337,0.392195769
8037,8037,0.13518431,0.45719031,0.136246475,0.061711961,0.008455208,0.412020058,-3825.778916,-0.001062165,0.395478348
8038,8038,0.132185833,0.451787707,0.132340466,0.063035363,0.009344537,0.421804244,-3826.358688,-0.000154633,0.388752344
8039,8039,0.133215955,0.457345466,0.139695192,0.059394774,0.008428275,0.419910595,-3825.743209,-0.006479237,0.397950692
8040,8040,0.142568163,0.464924753,0.135609525,0.071973252,0.008717941,0.420149692,-3827.728337,0.006958638,0.392951501
8041,8041,0.127657131,0.466522804,0.123353413,0.074018076,0.010058116,0.422121909,-3826.949729,0.004303718,0.392504728
8042,8042,0.118390832,0.465414766,0.110696116,0.075279416,0.009474316,0.4189525,-3827.637305,0.007694716,0.39013535
8043,8043,0.115922587,0.460885568,0.104721679,0.061791204,0.008609877,0.422461039,-3829.051994,0.011200908,0.399094364
8044,8044,0.110435649,0.475729694,0.102247801,0.078282142,0.011454686,0.449991018,-3831.80436,0.008187848,0.397447552
8045,8045,0.092925833,0.497415817,0.092682965,0.075545368,0.010576344,0.467356777,-3831.858329,0.000242868,0.421870449
8046,8046,0.092082489,0.49917224,0.107215116,0.069514352,0.010521949,0.464311893,-3830.35591,-0.015132627,0.429657889
8047,8047,0.112318321,0.496267887,0.134542916,0.066501821,0.009949871,0.46035204,-3830.4466,-0.022224595,0.429766066
8048,8048,0.138986866,0.498005114,0.156996963,0.078656155,0.010362831,0.457521153,-3828.837792,-0.018010097,0.419348959
8049,8049,0.149216757,0.5006478,0.156082063,0.096578077,0.012746454,0.455260348,-3829.777585,-0.006865307,0.404069723
8050,8050,0.144455006,0.499409579,0.154452378,0.098679846,0.011151045,0.440769721,-3827.923655,-0.009997372,0.400729733
8051,8051,0.151700618,0.497570276,0.159810691,0.099047292,0.011510632,0.441696621,-3828.434089,-0.008110073,0.398522985
8052,8052,0.157707844,0.497703705,0.165710266,0.093508918,0.01196453,0.441421102,-3830.539082,-0.008002422,0.404194786
8053,8053,0.155446893,0.484321054,0.167854256,0.075505787,0.010201053,0.438734986,-3828.472623,-0.012407363,0.408815267
8054,8054,0.159473412,0.475236817,0.159400329,0.068896284,0.00895684,0.44739872,-3828.968913,7.30831E-05,0.406340533
8055,8055,0.149111003,0.483566414,0.143630698,0.07007748,0.008743778,0.434524772,-3828.681221,0.005480304,0.413488934
8056,8056,0.130311396,0.487195099,0.122653967,0.073632718,0.009117681,0.444395801,-3829.092301,0.007657429,0.413562381
8057,8057,0.114870151,0.491384994,0.112927949,0.072403413,0.009326676,0.447162881,-3827.908571,0.001942202,0.418981581
8058,8058,0.111598824,0.492954901,0.104705442,0.066846396,0.009764445,0.454709643,-3829.839301,0.006893381,0.426108505
8059,8059,0.093054693,0.496179911,0.115917813,0.074744174,0.008349712,0.451650617,-3833.528897,-0.022863119,0.421435737
8060,8060,0.101559439,0.509192973,0.112030093,0.091207517,0.009142217,0.444168261,-3829.617944,-0.010470655,0.417985456
8061,8061,0.100337816,0.50136921,0.113513004,0.08972455,0.008898527,0.430453288,-3830.519348,-0.013175188,0.41164466
8062,8062,0.115467487,0.489160616,0.122132062,0.079352812,0.009330298,0.440819245,-3827.109077,-0.006664575,0.409807804
8063,8063,0.12625649,0.490455688,0.123028488,0.071179787,0.008358105,0.434303704,-3828.28439,0.003228002,0.419275901
8064,8064,0.118031789,0.489655061,0.122264284,0.071443633,0.0069834,0.433722172,-3829.405018,-0.004232496,0.418211427
8065,8065,0.119485834,0.488437218,0.124017816,0.064174462,0.008093709,0.456655601,-3829.059532,-0.004531982,0.424262756
8066,8066,0.129564217,0.498546922,0.145678891,0.060535861,0.007833146,0.460299019,-3829.033413,-0.016114674,0.438011062
8067,8067,0.139179207,0.495542715,0.141622825,0.066417435,0.008792075,0.459824047,-3827.264535,-0.002443618,0.42912528
8068,8068,0.140272032,0.493649828,0.14991251,0.062641922,0.0089716,0.449057333,-3828.76465,-0.009640479,0.431007905
8069,8069,0.143004957,0.470922631,0.144696662,0.055223643,0.01038757,0.43816494,-3829.32283,-0.001691705,0.415698989
8070,8070,0.137586255,0.457900292,0.138136948,0.0537067,0.008779841,0.414535117,-3827.927553,-0.000550693,0.404193592
8071,8071,0.136188362,0.442231718,0.146751988,0.054747395,0.009482479,0.401649881,-3829.825234,-0.010563626,0.387484323
8072,8072,0.148584931,0.420745935,0.147650564,0.053245981,0.009663937,0.395349264,-3827.903111,0.000934366,0.367499954
8073,8073,0.150299277,0.428065026,0.145106307,0.056961642,0.0097017,0.388838667,-3829.546183,0.00519297,0.371103385
8074,8074,0.133995182,0.426300356,0.143010608,0.056462732,0.008818498,0.388583353,-3827.81746,-0.009015426,0.369837624
8075,8075,0.148090939,0.430871134,0.14590797,0.058770159,0.007144196,0.379736034,-3826.244693,0.002182969,0.372100975
8076,8076,0.142245235,0.425356558,0.134362914,0.056026066,0.006830467,0.378312768,-3827.075217,0.007882321,0.369330492
8077,8077,0.136750238,0.424764068,0.14389694,0.057883972,0.00727971,0.381380904,-3827.290608,-0.007146702,0.366880096
8078,8078,0.151947,0.426850027,0.160059443,0.055573017,0.00643816,0.381371353,-3827.92192,-0.008112443,0.37127701
8079,8079,0.162149898,0.421882128,0.164231063,0.057096379,0.006529301,0.384822141,-3829.17887,-0.002081165,0.36478575
8080,8080,0.165663749,0.429953502,0.162864194,0.041960304,0.005692022,0.395542029,-3828.47137,0.002799555,0.387993198
8081,8081,0.163174298,0.434538191,0.163354895,0.044189632,0.006154555,0.392496888,-3827.496806,-0.000180597,0.39034856
8082,8082,0.164391843,0.429250607,0.1676847,0.042625622,0.006684214,0.402444978,-3826.938884,-0.003292857,0.386624985
8083,8083,0.163105539,0.429687559,0.163856164,0.043929565,0.007417734,0.396808103,-3826.708996,-0.000750626,0.385757994
8084,8084,0.162864019,0.432621833,0.163403767,0.051844136,0.007131923,0.394713737,-3826.507016,-0.000539748,0.380777698
8085,8085,0.163040215,0.428955312,0.164274794,0.049597288,0.007196342,0.389184713,-3826.752029,-0.001234579,0.379358024
8086,8086,0.160220403,0.428930659,0.161238501,0.054679237,0.006979666,0.378047726,-3827.469879,-0.001018098,0.374251422
8087,8087,0.160397153,0.438901277,0.153675991,0.060532899,0.006903445,0.379268458,-3828.728483,0.006721163,0.378368378
8088,8088,0.155925807,0.429880684,0.149922802,0.054273577,0.006446114,0.388098651,-3827.934289,0.006003005,0.375607107
8089,8089,0.155883711,0.422938074,0.159117128,0.05330027,0.009002057,0.399120002,-3827.963144,-0.003233417,0.369637804
8090,8090,0.150486382,0.438404788,0.144227993,0.067511071,0.009144816,0.397480963,-3827.987974,0.006258389,0.370893717
8091,8091,0.135611212,0.439139648,0.135468656,0.067823857,0.009407172,0.393644591,-3826.309405,0.000142556,0.371315791
8092,8092,0.129925109,0.442595961,0.12150172,0.074858922,0.008701132,0.383680962,-3826.891197,0.008423389,0.367737039
8093,8093,0.125621004,0.443193121,0.123622322,0.081874165,0.00924535,0.379450643,-3826.401887,0.001998682,0.361318956
8094,8094,0.125958443,0.446665495,0.125459812,0.077297821,0.008204277,0.396608197,-3827.249484,0.00049863,0.369367674
8095,8095,0.134892157,0.462597307,0.12746191,0.084195386,0.00814587,0.395342154,-3826.859925,0.007430247,0.378401921
8096,8096,0.12430413,0.461651843,0.119364733,0.079225029,0.008627611,0.400624397,-3826.24708,0.004939397,0.382426814
8097,8097,0.112200851,0.458221611,0.118620604,0.070220508,0.009023765,0.420406685,-3827.817896,-0.006419753,0.388001103
8098,8098,0.108299645,0.466335516,0.10410453,0.068469129,0.00966,0.418625661,-3827.403388,0.004195115,0.397866387
8099,8099,0.105183555,0.460812409,0.110829882,0.067396376,0.01041862,0.427120322,-3827.401726,-0.005646326,0.393416033
8100,8100,0.119472026,0.464706426,0.127893748,0.070829767,0.010679386,0.430924516,-3827.2165,-0.008421721,0.393876659
8101,8101,0.119997853,0.476164271,0.117059143,0.106527681,0.01383237,0.430995446,-3832.360415,0.00293871,0.36963659
8102,8102,0.112770326,0.499582348,0.117217899,0.130318141,0.014339799,0.410825854,-3832.118575,-0.004447573,0.369264207
8103,8103,0.111663312,0.481881271,0.117738535,0.109224879,0.011529416,0.414163629,-3828.547557,-0.006075223,0.372656391
8104,8104,0.112432311,0.484072288,0.103064007,0.106978779,0.009589672,0.415765585,-3830.617272,0.009368304,0.377093509
8105,8105,0.101403978,0.504406296,0.104493848,0.116313712,0.008900717,0.416346976,-3829.555063,-0.00308987,0.388092584
8106,8106,0.111464683,0.50540596,0.099632401,0.102136262,0.007752984,0.418607678,-3832.537573,0.011832282,0.403269698
8107,8107,0.098497004,0.493613989,0.095852532,0.097930655,0.008704322,0.415609355,-3829.587028,0.002644472,0.395683334
8108,8108,0.102172048,0.487434441,0.110811584,0.097238171,0.008235022,0.413935589,-3829.507933,-0.008639535,0.390196269
8109,8109,0.109637244,0.496045306,0.115293301,0.097545392,0.007585831,0.420920641,-3829.785802,-0.005656057,0.398499914
8110,8110,0.115729245,0.502527561,0.112503066,0.10021554,0.009062814,0.424206582,-3828.090482,0.003226179,0.402312021
8111,8111,0.119872859,0.501631082,0.124991886,0.104063839,0.009735128,0.426776206,-3826.967685,-0.005119026,0.397567243
8112,8112,0.117959096,0.491421776,0.117772783,0.097171825,0.011338523,0.432058662,-3827.613557,0.000186313,0.394249951
8113,8113,0.107780448,0.49193738,0.109488213,0.102454471,0.011048713,0.43583945,-3829.11043,-0.001707764,0.389482909
8114,8114,0.112479473,0.494985572,0.108364263,0.09201748,0.009344416,0.414878207,-3829.668903,0.004115209,0.402968092
8115,8115,0.11363187,0.484250898,0.123530738,0.096243441,0.009880388,0.425571073,-3828.494542,-0.009898868,0.388007457
8116,8116,0.12479895,0.485940852,0.130390383,0.089081106,0.008962121,0.426985865,-3826.679986,-0.005591433,0.396859746
8117,8117,0.132827974,0.505520066,0.129891853,0.100788531,0.008720086,0.431199364,-3827.768188,0.002936121,0.404731535
8118,8118,0.127514761,0.499082016,0.132150984,0.088937145,0.008212146,0.426975368,-3827.53788,-0.004636223,0.41014487
8119,8119,0.126129045,0.500633328,0.133418031,0.088330929,0.007473266,0.432091112,-3828.406625,-0.007288986,0.412302399
8120,8120,0.134670084,0.498804243,0.155608629,0.083563234,0.007104327,0.42170073,-3834.266101,-0.020938545,0.415241009
8121,8121,0.162443713,0.492226364,0.166609803,0.093714697,0.008554977,0.422872634,-3827.015309,-0.00416609,0.398511667
8122,8122,0.160568776,0.494770971,0.166723622,0.093753234,0.00755941,0.428957534,-3828.193892,-0.006154846,0.401017737
8123,8123,0.158797023,0.499426551,0.159532861,0.086381098,0.008362791,0.432176208,-3828.088851,-0.000735838,0.413045453
8124,8124,0.15086706,0.500030179,0.158455646,0.098458034,0.009831602,0.421992312,-3829.256975,-0.007588586,0.401572145
8125,8125,0.149785291,0.499043925,0.153741341,0.121425912,0.010081648,0.412446013,-3827.090305,-0.003956049,0.377618013
8126,8126,0.152024968,0.498380597,0.1571564,0.115814906,0.008358171,0.414357801,-3827.740627,-0.005131432,0.382565692
8127,8127,0.158722666,0.50758451,0.15850673,0.121511877,0.008517487,0.413065594,-3827.478666,0.000215937,0.386072633
8128,8128,0.159782247,0.503777875,0.165677735,0.120536548,0.00958052,0.412960909,-3827.392245,-0.005895488,0.383241327
8129,8129,0.160358955,0.502261922,0.154191956,0.131225429,0.010887598,0.414099146,-3830.785428,0.006166998,0.371036493
8130,8130,0.151290073,0.50269994,0.153523484,0.120575122,0.01131777,0.414414325,-3829.096225,-0.002233412,0.382124818
8131,8131,0.145719471,0.484846311,0.143645144,0.116109496,0.010623827,0.402382091,-3827.694673,0.002074327,0.368736815
8132,8132,0.13934823,0.479955093,0.14252386,0.116597851,0.011604075,0.403509078,-3828.347847,-0.00317563,0.363357243
8133,8133,0.135417427,0.484184949,0.132506554,0.111647172,0.011227775,0.419971473,-3829.013173,0.002910873,0.372537777
8134,8134,0.126117285,0.492139931,0.123951424,0.112050847,0.010069048,0.411555186,-3826.793829,0.00216586,0.380089084
8135,8135,0.123257184,0.491334949,0.126578982,0.106215309,0.009367806,0.412428685,-3826.462299,-0.003321798,0.385119641
8136,8136,0.125796427,0.488868889,0.130756271,0.107549906,0.011027615,0.420850202,-3827.285063,-0.004959844,0.381318984
8137,8137,0.126280284,0.489957742,0.123413602,0.116549735,0.010511662,0.411580615,-3827.470262,0.002866681,0.373408006
8138,8138,0.124332983,0.498442032,0.128187147,0.123388014,0.012019703,0.418150255,-3828.118401,-0.003854164,0.375054018
8139,8139,0.124795678,0.494169638,0.130400369,0.115936356,0.012071259,0.421105091,-3828.207419,-0.005604691,0.378233282
8140,8140,0.124971689,0.488139523,0.133448095,0.115314317,0.011283182,0.410968673,-3828.133019,-0.008476406,0.372825206
8141,8141,0.132643218,0.492975971,0.139654614,0.116022662,0.011346638,0.420684599,-3828.116757,-0.007011396,0.376953309
8142,8142,0.143552412,0.492108137,0.152726601,0.10428435,0.012095357,0.428765374,-3829.072935,-0.009174189,0.387823787
8143,8143,0.141070487,0.490484575,0.150563982,0.111335041,0.011570361,0.424747295,-3828.906122,-0.009493496,0.379149534
8144,8144,0.14346279,0.494895809,0.15603735,0.108506944,0.011218316,0.425411457,-3828.779445,-0.01257456,0.386388864
8145,8145,0.147585942,0.490660012,0.153880062,0.106420388,0.010401021,0.421267683,-3827.232319,-0.00629412,0.384239625
8146,8146,0.143163622,0.489571721,0.158865206,0.10692614,0.010551836,0.419247501,-3829.561861,-0.015701585,0.38264558
8147,8147,0.143343381,0.487423192,0.142451055,0.109249822,0.010477544,0.404403391,-3827.885948,0.000892326,0.37817337
8148,8148,0.141537634,0.476483975,0.15093721,0.111076813,0.012885118,0.410753631,-3831.020547,-0.009399576,0.365407162
8149,8149,0.151032488,0.476911007,0.149548173,0.121811936,0.011971396,0.394593543,-3830.128654,0.001484316,0.355099071
8150,8150,0.146156556,0.479737048,0.150303493,0.125017734,0.010239311,0.391833962,-3828.167961,-0.004146936,0.354719314
8151,8151,0.158765249,0.474234155,0.15918255,0.102776126,0.010401053,0.395093927,-3829.434772,-0.000417302,0.371458029
8152,8152,0.152600874,0.46085651,0.160507084,0.090147442,0.009557445,0.402191925,-3827.753886,-0.00790621,0.370709068
8153,8153,0.158214608,0.470162248,0.166671799,0.091508581,0.010132154,0.419109819,-3828.799373,-0.008457191,0.378653667
8154,8154,0.161270661,0.472017231,0.15937969,0.091144677,0.010063317,0.407801417,-3828.813624,0.001890971,0.380872554
8155,8155,0.15034696,0.475267488,0.152686226,0.09100405,0.009150901,0.422396581,-3827.756435,-0.002339266,0.384263438
8156,8156,0.150127272,0.479965286,0.163811465,0.091334852,0.008927693,0.412381361,-3828.185877,-0.013684193,0.388630434
8157,8157,0.158144637,0.474758829,0.154492872,0.090198355,0.008763941,0.410834048,-3827.474901,0.003651765,0.384560474
8158,8158,0.160523748,0.483009863,0.168377074,0.095514755,0.00765433,0.413291401,-3827.745887,-0.007853326,0.387495108
8159,8159,0.168513513,0.492275608,0.163812839,0.097227401,0.007941027,0.413865412,-3829.067157,0.004700674,0.395048207
8160,8160,0.148062282,0.490568618,0.1619602,0.097098246,0.008474145,0.413560935,-3828.400355,-0.013897919,0.393470372
8161,8161,0.163716235,0.497132555,0.162062737,0.10519467,0.008601512,0.418005095,-3827.830935,0.001653497,0.391937885
8162,8162,0.145167257,0.50357825,0.158913924,0.107056977,0.008123022,0.418967362,-3828.376447,-0.013746667,0.396521273
8163,8163,0.157525658,0.498383756,0.163598265,0.109600057,0.00754088,0.410431295,-3827.486131,-0.006072607,0.388783699
