,i,lambda0,lambda1,mu0,mu1,q01,q10,p,div0,div1
4487,4487,0.117434628,0.38301838,0.108964755,0.016058684,0.005581239,0.355967212,-3828.991522,0.008469872,0.366959696
4488,4488,0.11791338,0.387787734,0.110179777,0.033632672,0.009001934,0.365861948,-3828.422389,0.007733603,0.354155061
4489,4489,0.114630733,0.38817517,0.104164746,0.033729175,0.007556405,0.359507379,-3827.724788,0.010465986,0.354445995
4490,4490,0.111391512,0.389903285,0.106929165,0.021231128,0.005466099,0.367129645,-3829.473222,0.004462348,0.368672157
4491,4491,0.106608078,0.386934839,0.09973442,0.01972759,0.007658783,0.367155319,-3827.793596,0.006873657,0.367207249
4492,4492,0.106680163,0.376203479,0.099215285,0.00459167,0.005654514,0.359855578,-3829.565341,0.007464878,0.371611809
4493,4493,0.107791612,0.372004816,0.087756726,0.014584748,0.008794574,0.375084107,-3833.816366,0.020034886,0.357420068
4494,4494,0.090471299,0.383942047,0.083198929,0.013871114,0.008300951,0.372122443,-3829.316407,0.00727237,0.370070934
4495,4495,0.093985155,0.38601503,0.083409574,0.014692427,0.008730756,0.397408601,-3831.163535,0.010575581,0.371322603
4496,4496,0.096323357,0.388267148,0.100155672,0.012125237,0.009232589,0.395195694,-3828.817556,-0.003832315,0.376141911
4497,4497,0.109127259,0.393016275,0.120795831,0.025509921,0.009875132,0.398486311,-3832.238426,-0.011668572,0.367506354
4498,4498,0.114376217,0.394474187,0.097408907,0.007299111,0.007052545,0.389354638,-3829.846394,0.016967311,0.387175076
4499,4499,0.104909397,0.397725127,0.112794701,0.015428511,0.007823672,0.396497492,-3828.120115,-0.007885304,0.382296617
4500,4500,0.128482194,0.415354628,0.128188388,0.032519623,0.006866001,0.391024876,-3825.780879,0.000293805,0.382835006
4501,4501,0.137174908,0.417272402,0.133058271,0.030347677,0.007854635,0.406832658,-3826.050559,0.004116637,0.386924725
4502,4502,0.129129501,0.421008308,0.124901416,0.02480952,0.007911918,0.413260434,-3825.629803,0.004228084,0.396198789
4503,4503,0.129043105,0.422367972,0.134722196,0.028676095,0.008878208,0.412850817,-3825.985062,-0.005679091,0.393691877
4504,4504,0.128134416,0.424414508,0.123456272,0.034047972,0.008087263,0.405459917,-3825.678664,0.004678144,0.390366536
4505,4505,0.117281298,0.434723825,0.119913591,0.050566001,0.009736609,0.413372917,-3826.357022,-0.002632294,0.384157824
4506,4506,0.125293452,0.42896614,0.125219822,0.03151441,0.007209666,0.417786567,-3826.624862,7.36299E-05,0.39745173
4507,4507,0.126308348,0.430324996,0.133228644,0.031860051,0.009811664,0.425651698,-3826.341938,-0.006920296,0.398464945
4508,4508,0.133842035,0.431189317,0.142534342,0.029761857,0.009273478,0.434166425,-3826.681477,-0.008692306,0.40142746
4509,4509,0.137596883,0.437987743,0.142186298,0.032586265,0.009317287,0.434399347,-3825.723905,-0.004589415,0.405401478
4510,4510,0.132845174,0.444508259,0.130477479,0.047467536,0.009396968,0.408092383,-3828.657313,0.002367695,0.397040723
4511,4511,0.13888259,0.436792815,0.132904995,0.049943459,0.008184625,0.406332226,-3826.386107,0.005977595,0.386849357
4512,4512,0.126655036,0.433143984,0.128699597,0.045141411,0.007231856,0.394913204,-3826.118372,-0.002044561,0.388002573
4513,4513,0.133664518,0.431306695,0.134379005,0.05337207,0.007479086,0.387572053,-3825.754565,-0.000714487,0.377934625
4514,4514,0.132167406,0.419311649,0.122393372,0.050477006,0.007261051,0.36868739,-3827.685855,0.009774034,0.368834643
4515,4515,0.129037249,0.409495129,0.131981646,0.051068762,0.00747936,0.368591403,-3827.022346,-0.002944397,0.358426367
4516,4516,0.13342421,0.412860107,0.128844715,0.054415274,0.007308616,0.364785827,-3826.422954,0.004579496,0.358444833
4517,4517,0.13681889,0.410711139,0.13495993,0.04730301,0.006724161,0.383558879,-3828.889989,0.00185896,0.363408129
4518,4518,0.139670134,0.417191457,0.137696857,0.030698864,0.00567194,0.388401584,-3827.301647,0.001973277,0.386492593
4519,4519,0.132019884,0.418313528,0.135519966,0.036969133,0.007304264,0.395467231,-3825.853075,-0.003500082,0.381344395
4520,4520,0.131459804,0.417818325,0.1279997,0.036450139,0.007938219,0.39666723,-3825.586544,0.003460104,0.381368186
4521,4521,0.119185664,0.416008709,0.118747891,0.035560263,0.007926744,0.398829774,-3825.917371,0.000437773,0.380448446
4522,4522,0.120940238,0.428734803,0.11778273,0.047739216,0.00791745,0.396592232,-3825.72102,0.003157507,0.380995587
4523,4523,0.127510031,0.425246239,0.122915041,0.045617456,0.008303546,0.394168744,-3825.797876,0.00459499,0.379628783
4524,4524,0.125997326,0.424983535,0.119632271,0.050100813,0.00842875,0.388517528,-3826.207618,0.006365055,0.374882722
4525,4525,0.116643498,0.428366411,0.11714116,0.057558331,0.009039951,0.389161142,-3826.266399,-0.000497662,0.37080808
4526,4526,0.114789806,0.430663119,0.119481635,0.063053021,0.008130391,0.374346867,-3828.18729,-0.004691828,0.367610098
4527,4527,0.118371122,0.420064899,0.117776217,0.056553278,0.007042781,0.376549073,-3827.14754,0.000594904,0.363511621
4528,4528,0.112645723,0.43213368,0.096288483,0.058773339,0.006473417,0.363410358,-3831.282765,0.01635724,0.373360341
4529,4529,0.112258342,0.416365826,0.115312091,0.052607874,0.007063334,0.372467142,-3827.707969,-0.003053749,0.363757952
4530,4530,0.124463183,0.418280605,0.117313879,0.060416197,0.008578401,0.371525068,-3826.772949,0.007149304,0.357864408
4531,4531,0.120076875,0.419077772,0.118361141,0.060838349,0.007339699,0.356317939,-3828.230972,0.001715734,0.358239423
4532,4532,0.118780791,0.416259214,0.109852721,0.070312477,0.00780523,0.357216302,-3827.355576,0.00892807,0.345946738
4533,4533,0.121114347,0.422835274,0.112253144,0.069144473,0.007035905,0.357749205,-3827.243903,0.008861203,0.353690801
4534,4534,0.118448044,0.418968848,0.113046646,0.06543274,0.006791091,0.35734071,-3827.245111,0.005401398,0.353536108
4535,4535,0.120718777,0.411502855,0.12883297,0.058399288,0.006975585,0.361247636,-3829.532685,-0.008114193,0.353103567
4536,4536,0.140817126,0.414067919,0.130511625,0.054296096,0.007643379,0.369196923,-3827.809533,0.010305501,0.359771823
4537,4537,0.132114708,0.412307634,0.124703988,0.056428232,0.007084727,0.356266802,-3827.238397,0.00741072,0.355879402
4538,4538,0.130764223,0.40290838,0.124589648,0.053903259,0.00621492,0.349755625,-3827.643483,0.006174574,0.349005121
4539,4539,0.133721565,0.408639196,0.127379051,0.057863687,0.006816894,0.346027508,-3828.255373,0.006342514,0.350775509
4540,4540,0.131910632,0.400420963,0.130172293,0.056846811,0.005766434,0.341908058,-3828.775483,0.001738339,0.343574152
4541,4541,0.140156202,0.405679627,0.134245031,0.059318276,0.006863256,0.363289639,-3828.991794,0.005911171,0.346361352
4542,4542,0.138617509,0.4104321,0.132491526,0.047834285,0.006869658,0.361462599,-3827.30889,0.006125984,0.362597816
4543,4543,0.135013273,0.401659572,0.136145852,0.047208648,0.006319953,0.358272253,-3827.588614,-0.001132579,0.354450924
4544,4544,0.133413717,0.404381077,0.129178219,0.046910442,0.008059045,0.388482933,-3830.485176,0.004235498,0.357470635
4545,4545,0.126880626,0.429538848,0.121172767,0.055710391,0.008871523,0.399692563,-3826.72627,0.005707859,0.373828458
4546,4546,0.120368894,0.430667887,0.118173844,0.043421906,0.008951575,0.40350479,-3825.932087,0.00219505,0.387245981
4547,4547,0.114621257,0.417355019,0.121410345,0.038773818,0.008918001,0.390656391,-3828.188129,-0.006789089,0.378581201
4548,4548,0.120348275,0.411190901,0.128681564,0.040942696,0.007084947,0.37291621,-3829.22915,-0.008333289,0.370248205
4549,4549,0.124736205,0.405259525,0.116840272,0.029741131,0.006552803,0.37492623,-3826.895119,0.007895934,0.375518394
4550,4550,0.125250934,0.408274518,0.121848906,0.044052133,0.008816549,0.374761651,-3827.235347,0.003402028,0.364222385
4551,4551,0.126683773,0.3980566,0.123077132,0.04634263,0.009128283,0.3735056,-3827.975785,0.003606641,0.35171397
4552,4552,0.118881923,0.414451977,0.116024874,0.071504817,0.009049951,0.350551993,-3828.984573,0.002857049,0.34294716
4553,4553,0.1293261,0.41159935,0.116918688,0.071841925,0.009172208,0.359276642,-3829.733991,0.012407412,0.339757425
4554,4554,0.117099928,0.415909433,0.116564117,0.067815758,0.006862767,0.347975138,-3828.365252,0.000535811,0.348093675
4555,4555,0.117224786,0.416514584,0.106914482,0.071500607,0.007531427,0.354096633,-3827.726042,0.010310305,0.345013977
4556,4556,0.114383832,0.416663353,0.105036503,0.078943668,0.009770477,0.35632032,-3828.832696,0.00934733,0.337719684
4557,4557,0.110614397,0.4188676,0.101563043,0.077891769,0.008539937,0.35902159,-3828.252679,0.009051354,0.340975831
4558,4558,0.105209257,0.425925864,0.096520547,0.072046234,0.00790053,0.360136695,-3827.721821,0.00868871,0.35387963
4559,4559,0.103723807,0.430619456,0.095397979,0.072893912,0.007554252,0.357273187,-3828.520244,0.008325828,0.357725544
4560,4560,0.105797338,0.423303231,0.089500627,0.075060816,0.007160257,0.338049712,-3831.109344,0.016296711,0.348242415
4561,4561,0.097767103,0.411895609,0.085939495,0.079885829,0.008180387,0.34218236,-3829.836395,0.011827608,0.33200978
4562,4562,0.09591413,0.42180553,0.089460335,0.084534554,0.007470035,0.326820223,-3832.951377,0.006453796,0.337270975
4563,4563,0.100643746,0.404615979,0.088270491,0.082495328,0.007865809,0.325040572,-3830.298853,0.012373255,0.322120651
4564,4564,0.103673611,0.41258435,0.090465901,0.081114446,0.008497909,0.322530952,-3833.033138,0.01320771,0.331469904
4565,4565,0.10594679,0.396717107,0.089594983,0.083879946,0.007445883,0.323594864,-3832.922974,0.016351806,0.31283716
4566,4566,0.101934337,0.414191189,0.08753584,0.093655988,0.008876829,0.327137565,-3830.605142,0.014398498,0.320535202
4567,4567,0.096448458,0.411238288,0.08478295,0.090851298,0.009936856,0.336568849,-3831.194576,0.011665508,0.32038699
4568,4568,0.097006507,0.414367361,0.084584712,0.085235971,0.009764408,0.350009918,-3830.750096,0.012421795,0.32913139
4569,4569,0.099925661,0.430740375,0.097865462,0.086750953,0.006952391,0.359812665,-3831.698863,0.002060199,0.343989422
4570,4570,0.117608242,0.459183963,0.113479556,0.125859069,0.008104161,0.347094732,-3827.605585,0.004128686,0.333324895
4571,4571,0.113981033,0.457243484,0.105098139,0.121097178,0.008904382,0.341507307,-3828.814075,0.008882894,0.336146307
4572,4572,0.113567533,0.458968924,0.102217826,0.127652072,0.009162535,0.334190174,-3830.178918,0.011349708,0.331316853
4573,4573,0.112419143,0.448057573,0.103618604,0.132390059,0.010373196,0.332808955,-3829.957934,0.008800539,0.315667514
4574,4574,0.104502217,0.44799187,0.10103687,0.134323709,0.008590201,0.319504636,-3830.763542,0.003465347,0.313668161
4575,4575,0.115173188,0.447574123,0.110044231,0.124339655,0.006008861,0.321310126,-3831.135869,0.005128957,0.323234468
4576,4576,0.116653045,0.439516286,0.103095533,0.112036367,0.006544295,0.328352582,-3830.308751,0.013557512,0.327479919
4577,4577,0.114610317,0.439933734,0.111654231,0.110727813,0.009198462,0.355516817,-3829.104825,0.002956085,0.329205921
4578,4578,0.115639304,0.438896371,0.112663621,0.115572917,0.009271373,0.342106343,-3828.679766,0.002975683,0.323323454
4579,4579,0.121319197,0.445663739,0.116509842,0.119449512,0.008000888,0.345430585,-3828.64078,0.004809354,0.326214227
4580,4580,0.121189371,0.453323796,0.109886258,0.123335384,0.009254255,0.341095298,-3828.778359,0.011303114,0.329988412
4581,4581,0.113011415,0.457856581,0.110698699,0.138024755,0.010690963,0.341487067,-3829.785527,0.002312716,0.319831826
4582,4582,0.120010502,0.450181538,0.111215981,0.132133348,0.011137422,0.340690951,-3830.555735,0.008794521,0.318048189
4583,4583,0.118861869,0.455414512,0.112860248,0.136807626,0.008725037,0.334181157,-3828.268495,0.006001622,0.318606886
4584,4584,0.117367823,0.462903368,0.108553685,0.142267051,0.008524003,0.342761238,-3829.284202,0.008814138,0.320636317
4585,4585,0.120174438,0.469521243,0.111182869,0.142133397,0.008841956,0.34010065,-3827.951458,0.008991568,0.327387846
4586,4586,0.110902896,0.458752883,0.097545957,0.124253382,0.007766853,0.340183489,-3829.221553,0.013356939,0.334499501
4587,4587,0.100657795,0.455335275,0.096730895,0.113749462,0.007910282,0.339176872,-3830.950094,0.003926901,0.341585813
4588,4588,0.111553425,0.44144892,0.102024286,0.104467916,0.00736243,0.348304203,-3828.879288,0.009529139,0.336981004
4589,4589,0.114841146,0.447355353,0.1165767,0.108277852,0.007945363,0.35562037,-3828.409024,-0.001735554,0.339077501
4590,4590,0.130811082,0.456720256,0.13734836,0.112846989,0.009168661,0.357553839,-3829.408414,-0.006537278,0.343873267
4591,4591,0.142008044,0.454598091,0.137079432,0.112388509,0.008665005,0.380805076,-3831.7133,0.004928612,0.342209582
4592,4592,0.140436134,0.458603088,0.131579216,0.08253296,0.005710508,0.366660895,-3830.821127,0.008856918,0.376070128
4593,4593,0.137896478,0.453012794,0.138651847,0.094278545,0.00746598,0.363370629,-3827.28348,-0.000755369,0.358734249
4594,4594,0.140374941,0.441936948,0.138725328,0.088721469,0.00825172,0.369622033,-3826.338675,0.001649612,0.353215478
4595,4595,0.142398903,0.445783346,0.136617702,0.083239763,0.006380679,0.371329811,-3827.702945,0.005781201,0.362543582
4596,4596,0.142122411,0.444007315,0.145884248,0.082869264,0.00610694,0.353461112,-3830.870932,-0.003761837,0.361138051
4597,4597,0.157920772,0.436837113,0.151091008,0.084051402,0.006345249,0.36402021,-3828.773809,0.006829764,0.352785711
4598,4598,0.151635356,0.429976683,0.147329077,0.07456109,0.008232757,0.380183811,-3827.882136,0.004306279,0.355415593
4599,4599,0.139552547,0.450263687,0.137154095,0.088325391,0.008267355,0.383492317,-3826.237755,0.002398452,0.361938295
4600,4600,0.137907695,0.453454719,0.133161611,0.091433777,0.008878506,0.385362625,-3826.509536,0.004746084,0.362020942
4601,4601,0.137650755,0.455829635,0.134769246,0.093729776,0.008756868,0.389462376,-3826.72315,0.002881509,0.362099859
4602,4602,0.128839428,0.469106444,0.121741935,0.093739105,0.008588394,0.397663395,-3826.937138,0.007097493,0.375367339
4603,4603,0.113350366,0.477616075,0.111231715,0.111093743,0.008470931,0.400857312,-3830.446209,0.002118651,0.366522332
4604,4604,0.108755426,0.505256593,0.105248111,0.137337785,0.011485608,0.40441783,-3828.491796,0.003507315,0.367918808
4605,4605,0.109914521,0.498537431,0.106848192,0.134318,0.011371764,0.393945356,-3828.352258,0.003066329,0.364219431
4606,4606,0.111205162,0.497554329,0.104037363,0.132301331,0.009309581,0.380203767,-3828.343717,0.007167799,0.365252998
4607,4607,0.102581339,0.491408611,0.093406045,0.142961413,0.011709752,0.385844177,-3830.026755,0.009175294,0.348447198
4608,4608,0.105779873,0.482573429,0.109530878,0.140802482,0.012487792,0.379271618,-3830.488773,-0.003751005,0.341770947
4609,4609,0.117331426,0.480152104,0.110156556,0.148571976,0.012793104,0.384932452,-3832.651671,0.00717487,0.331580128
4610,4610,0.120038483,0.502229195,0.10878519,0.157743179,0.011762935,0.398062534,-3833.149493,0.011253293,0.344486016
4611,4611,0.104606354,0.511624073,0.100642421,0.151538531,0.010982076,0.384627453,-3829.102983,0.003963933,0.360085542
4612,4612,0.107524712,0.511053899,0.098918536,0.159009327,0.010421352,0.368480256,-3829.810237,0.008606176,0.352044572
4613,4613,0.106901851,0.508342089,0.098812847,0.160658398,0.009054044,0.360416068,-3829.213662,0.008089004,0.347683692
4614,4614,0.095082533,0.508246832,0.082181807,0.155499177,0.009417537,0.371989091,-3831.553245,0.012900726,0.352747655
4615,4615,0.087972979,0.502082421,0.096956824,0.15610902,0.009717336,0.375546777,-3833.278778,-0.008983846,0.345973401
4616,4616,0.101388417,0.514678525,0.102463131,0.15759337,0.009957374,0.385734314,-3829.227386,-0.001074713,0.357085155
4617,4617,0.103021367,0.526666002,0.100426713,0.173034029,0.011784491,0.391731434,-3829.589056,0.002594655,0.353631973
4618,4618,0.105531854,0.526156377,0.102026644,0.176887712,0.011612135,0.387890325,-3829.465337,0.00350521,0.349268666
4619,4619,0.101315732,0.53460755,0.098507975,0.177042788,0.011714844,0.395199168,-3829.93549,0.002807757,0.357564762
4620,4620,0.107201527,0.546320927,0.103768132,0.179883893,0.011661523,0.411410741,-3830.388098,0.003433394,0.366437033
4621,4621,0.095810275,0.544343845,0.09366304,0.181098695,0.012987586,0.398931254,-3831.890292,0.002147235,0.36324515
4622,4622,0.092067716,0.544590692,0.094507108,0.197239472,0.013975647,0.397184479,-3832.908409,-0.002439392,0.34735122
4623,4623,0.100718939,0.556967243,0.094725743,0.201288214,0.012089154,0.385110797,-3831.709005,0.005993195,0.355679029
4624,4624,0.104848487,0.536317252,0.109677603,0.185234261,0.009897336,0.373687664,-3830.117645,-0.004829116,0.351082992
4625,4625,0.113852675,0.539507388,0.107420245,0.1934762,0.010575227,0.377254821,-3829.039215,0.006432431,0.346031187
4626,4626,0.105129089,0.541573876,0.096018357,0.193489339,0.010751462,0.375378459,-3830.298834,0.009110732,0.348084536
4627,4627,0.100628593,0.534360724,0.100362172,0.185287883,0.010713938,0.387635368,-3830.760163,0.000266421,0.34907284
4628,4628,0.099000464,0.546755006,0.098595671,0.186270752,0.010242717,0.391316835,-3830.709314,0.000404793,0.360484255
4629,4629,0.106498061,0.540999762,0.107875304,0.188609758,0.010886426,0.388559103,-3829.563609,-0.001377243,0.352390005
4630,4630,0.123571639,0.538139998,0.135247991,0.192342672,0.012236904,0.390290294,-3831.428587,-0.011676352,0.345797327
4631,4631,0.130087428,0.540006956,0.138015964,0.192047373,0.010195832,0.384840187,-3829.447887,-0.007928536,0.347959583
4632,4632,0.147275004,0.547994493,0.147057566,0.209276697,0.010624749,0.363135587,-3829.245527,0.000217438,0.338717796
4633,4633,0.148942974,0.534122279,0.15122243,0.199834408,0.008940838,0.362693406,-3828.538142,-0.002279456,0.334287871
4634,4634,0.159960609,0.539488356,0.153246489,0.19978361,0.009133798,0.35590962,-3829.959166,0.00671412,0.339704747
4635,4635,0.15205896,0.524168022,0.144888765,0.19434679,0.010032345,0.357131983,-3829.044566,0.007170195,0.329821232
4636,4636,0.137492526,0.525008346,0.128618904,0.204893589,0.009630126,0.332484134,-3829.910091,0.008873622,0.320114757
4637,4637,0.134766761,0.513383714,0.12887819,0.196147333,0.00930789,0.338448795,-3828.164424,0.005888571,0.317236381
4638,4638,0.12939903,0.507185114,0.118181575,0.190230559,0.00917572,0.335848079,-3828.939971,0.011217455,0.316954555
4639,4639,0.122542804,0.505824631,0.121343982,0.183906961,0.008237968,0.333434237,-3828.897276,0.001198821,0.321917671
4640,4640,0.124016531,0.503454272,0.111876779,0.188387243,0.008430475,0.331467094,-3829.546903,0.012139751,0.315067029
4641,4641,0.119337218,0.50539544,0.106758087,0.191747966,0.010478884,0.324475837,-3831.550755,0.01257913,0.313647474
4642,4642,0.111432991,0.494528088,0.101683226,0.195551688,0.010963141,0.315754723,-3831.299042,0.009749765,0.2989764
4643,4643,0.110319794,0.485358573,0.10125943,0.18794313,0.010532918,0.323012399,-3830.658633,0.009060364,0.297415443
4644,4644,0.11072508,0.480797151,0.101597268,0.189551537,0.010613894,0.307980291,-3831.559468,0.009127813,0.291245614
4645,4645,0.110828532,0.487113567,0.097750577,0.19726289,0.011068135,0.316940801,-3831.908884,0.013077954,0.289850678
4646,4646,0.111675883,0.498729808,0.108109249,0.20566529,0.010391525,0.314602689,-3831.174031,0.003566634,0.293064517
4647,4647,0.121658973,0.499778375,0.111042623,0.202198784,0.009640855,0.314219067,-3829.841182,0.010616351,0.297579592
4648,4648,0.114879861,0.509056222,0.098478497,0.199895059,0.008858962,0.313323774,-3831.720056,0.016401364,0.309161164
4649,4649,0.109741821,0.505941107,0.09708979,0.201800027,0.00900639,0.316033204,-3830.489066,0.012652031,0.30414108
4650,4650,0.110727486,0.501083905,0.095895711,0.199262584,0.009498993,0.315099249,-3830.839116,0.014831776,0.301821321
4651,4651,0.103544904,0.506175115,0.098625631,0.210975313,0.009380736,0.319867648,-3832.326326,0.004919273,0.295199802
4652,4652,0.110124426,0.512759267,0.104814147,0.209386826,0.009007711,0.315731574,-3830.452778,0.005310279,0.303372441
4653,4653,0.112960206,0.494388573,0.100481046,0.189454243,0.008880386,0.318265828,-3830.01067,0.012479161,0.30493433
4654,4654,0.104897277,0.491269906,0.098366845,0.182127723,0.007742498,0.314018964,-3831.31697,0.006530433,0.309142183
4655,4655,0.112624824,0.499420984,0.099617784,0.196178051,0.010857486,0.344488988,-3833.3303,0.01300704,0.303242933
4656,4656,0.110540963,0.519875807,0.109254696,0.193729352,0.008181718,0.336058073,-3830.35766,0.001286267,0.326146455
4657,4657,0.119119513,0.516288405,0.115554815,0.19387083,0.008410124,0.341013706,-3829.06142,0.003564698,0.322417575
4658,4658,0.12122511,0.521270312,0.11636025,0.19019196,0.008110165,0.349715953,-3829.179686,0.004864861,0.331078353
4659,4659,0.116820331,0.523214843,0.111277487,0.188746632,0.009727061,0.354121109,-3828.389862,0.005542844,0.334468211
4660,4660,0.119196159,0.521551163,0.119627536,0.1947744,0.009676933,0.355138124,-3828.89114,-0.000431378,0.326776763
4661,4661,0.118919149,0.53026449,0.120137792,0.197606534,0.009773128,0.360902446,-3828.749869,-0.001218642,0.332657956
4662,4662,0.12030261,0.532906657,0.123560365,0.194483279,0.009715691,0.365316513,-3828.673858,-0.003257755,0.338423378
4663,4663,0.125937506,0.536776206,0.125380792,0.197754004,0.008480209,0.367193706,-3829.775138,0.000556714,0.339022202
4664,4664,0.130169248,0.541709136,0.125416932,0.19995723,0.011744034,0.373537304,-3829.29592,0.004752317,0.341751906
4665,4665,0.121679616,0.538531174,0.119884896,0.202959607,0.011692955,0.369580256,-3828.844048,0.001794721,0.335571567
4666,4666,0.120104518,0.539282749,0.115550596,0.202229012,0.010693564,0.364651991,-3828.529309,0.004553922,0.337053737
4667,4667,0.121186055,0.54068212,0.118190237,0.203325315,0.010385823,0.366935507,-3828.342007,0.002995818,0.337356805
4668,4668,0.120066683,0.545858461,0.115234875,0.21515065,0.012489187,0.371311735,-3829.787555,0.004831808,0.33070781
4669,4669,0.115126506,0.540216385,0.109649143,0.205265865,0.010565772,0.368655107,-3829.176475,0.005477362,0.33495052
4670,4670,0.116545714,0.539917252,0.123487312,0.19325196,0.007678276,0.365179728,-3831.51774,-0.006941598,0.346665292
4671,4671,0.114472492,0.540638138,0.122097247,0.192953841,0.009051069,0.37692327,-3830.646343,-0.007624755,0.347684298
4672,4672,0.120575717,0.549506665,0.121711025,0.193490292,0.011128293,0.405916611,-3830.733063,-0.001135308,0.356016374
4673,4673,0.128915794,0.546619552,0.117793066,0.173752773,0.009987532,0.406470536,-3831.139622,0.011122728,0.372866779
4674,4674,0.119725582,0.548715268,0.118411387,0.180204989,0.010144531,0.388684294,-3829.503402,0.001314195,0.368510279
4675,4675,0.119452398,0.543702904,0.123884903,0.178055036,0.00867634,0.397157945,-3830.272183,-0.004432505,0.365647868
4676,4676,0.130222816,0.538962553,0.139416081,0.182022821,0.01454295,0.399651784,-3833.529118,-0.009193265,0.356939732
4677,4677,0.141983144,0.533604813,0.141006406,0.184436131,0.014749883,0.396183562,-3833.660886,0.000976738,0.349168682
4678,4678,0.13336215,0.534212366,0.14751569,0.185098145,0.014042963,0.406402073,-3834.359495,-0.01415354,0.349114221
4679,4679,0.137793174,0.540896683,0.154987102,0.183026384,0.011943991,0.406217739,-3833.312606,-0.017193928,0.357870299
4680,4680,0.148665274,0.543135549,0.150709543,0.167986093,0.010982775,0.420618216,-3828.713546,-0.002044268,0.375149456
4681,4681,0.153291713,0.549554306,0.163736792,0.169946609,0.010609349,0.412479878,-3829.279914,-0.010445079,0.379607697
4682,4682,0.154090294,0.546103692,0.163460178,0.180319122,0.011713641,0.413045583,-3829.966498,-0.009369883,0.36578457
4683,4683,0.156847598,0.556988966,0.165051539,0.178647346,0.009467423,0.418810741,-3829.742929,-0.008203941,0.37834162
4684,4684,0.15670102,0.554589296,0.162547212,0.166489326,0.008593975,0.411548157,-3828.949243,-0.005846193,0.38809997
4685,4685,0.160620254,0.544387165,0.163315576,0.162209908,0.009802993,0.403445549,-3830.068391,-0.002695322,0.382177257
4686,4686,0.155373367,0.538666375,0.156466209,0.17250659,0.010926778,0.401084992,-3828.663504,-0.001092842,0.366159785
4687,4687,0.151840168,0.526494833,0.157744133,0.152828718,0.010949112,0.408724892,-3828.303347,-0.005903965,0.373666115
4688,4688,0.154470222,0.521425253,0.156147629,0.150153485,0.010507785,0.41400428,-3828.40157,-0.001677407,0.371271767
4689,4689,0.150045578,0.514879949,0.145920934,0.148377092,0.010351999,0.406959422,-3828.784333,0.004124644,0.366502857
4690,4690,0.138753612,0.530225297,0.141194428,0.149417948,0.008151917,0.398471731,-3828.028619,-0.002440817,0.380807348
4691,4691,0.13767072,0.534276237,0.139190063,0.158286562,0.010601384,0.424464063,-3829.349571,-0.001519343,0.375989674
4692,4692,0.139150059,0.554456598,0.145394084,0.158510742,0.010457625,0.447637415,-3830.527913,-0.006244024,0.395945857
4693,4693,0.139154978,0.553749486,0.147333762,0.141763761,0.009410253,0.445391475,-3828.881927,-0.008178784,0.411985725
4694,4694,0.139451459,0.549676512,0.145818283,0.132894095,0.007781568,0.43533777,-3830.452076,-0.006366824,0.416782417
4695,4695,0.145737651,0.550927001,0.160988181,0.130286954,0.007301904,0.445625763,-3832.056448,-0.01525053,0.420640046
4696,4696,0.15074961,0.551855618,0.16065107,0.130147326,0.007458292,0.439979468,-3831.107227,-0.00990146,0.421708292
4697,4697,0.153642773,0.54075235,0.160958799,0.122530273,0.008947392,0.440660903,-3829.504491,-0.007316026,0.418222077
4698,4698,0.152733249,0.53563499,0.158166461,0.130363597,0.009566051,0.438559777,-3828.005804,-0.005433212,0.405271393
4699,4699,0.148279313,0.540767468,0.149104417,0.131455264,0.008821768,0.43688252,-3828.832956,-0.000825104,0.409312205
4700,4700,0.143209452,0.542167808,0.146829157,0.124671678,0.009551037,0.470512858,-3832.317731,-0.003619705,0.41749613
4701,4701,0.139633692,0.562292366,0.1493083,0.12216298,0.009655201,0.485317,-3830.849724,-0.009674608,0.440129386
4702,4702,0.141616021,0.551757452,0.149339441,0.093522393,0.009220646,0.491011801,-3830.817466,-0.00772342,0.458235058
4703,4703,0.140392153,0.547155993,0.157303535,0.096258923,0.009632177,0.478554144,-3831.580452,-0.016911382,0.45089707
4704,4704,0.151432116,0.532091996,0.164377807,0.100217906,0.010031408,0.468489504,-3828.826819,-0.012945691,0.43187409
4705,4705,0.149845337,0.532719826,0.158717951,0.113997406,0.012280844,0.466579975,-3829.79454,-0.008872614,0.41872242
4706,4706,0.145590337,0.527413452,0.161975083,0.105939492,0.012413987,0.467538236,-3830.566969,-0.016384745,0.42147396
4707,4707,0.14848038,0.517821009,0.151416703,0.10363453,0.01041893,0.464610313,-3829.341708,-0.002936323,0.414186478
4708,4708,0.142863033,0.52207353,0.149980705,0.104766274,0.012052351,0.465545031,-3828.932828,-0.007117672,0.417307256
4709,4709,0.132169377,0.530592672,0.140626161,0.116434542,0.010218721,0.461989183,-3829.294311,-0.008456784,0.414158129
4710,4710,0.13722578,0.529952482,0.134729977,0.115438514,0.010502448,0.451102642,-3829.339593,0.002495804,0.414513967
4711,4711,0.118793678,0.526919333,0.133197193,0.114880997,0.010764667,0.455964713,-3829.319803,-0.014403514,0.412038336
4712,4712,0.139332721,0.528826757,0.166329852,0.107324252,0.00968697,0.461564487,-3833.682957,-0.026997131,0.421502505
4713,4713,0.169465101,0.527771146,0.187731509,0.103082191,0.009407208,0.462972561,-3830.517275,-0.018266408,0.424688954
